N,occurrence_id,classification,type_of_occurrence,localization,fu,country,aerodrome,occurrence_day,time,under_investigation,investigating_command,investigation_status,report_number,published_report,publication_day,recommendation_amount,aircrafts_involved,takeoff,extraction_day
1143,45587,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CORRENTINA,BA,BRAZIL,****,05/02/2012,20:27:00,YES,SERIPA-2,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
1144,43992,ACCIDENT,ABOUT LANDING GEAR,CORRENTINA,BA,BRAZIL,****,01/03/2011,13:00:00,YES,SERIPA-2,FINISHED,-,1.0,06/06/2015,1,1,-,30/07/2016
1145,44577,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,CORRENTINA,BA,BRAZIL,****,24/05/2011,16:30:00,YES,SERIPA-2,FINISHED,-,1.0,28/12/2012,2,1,-,30/07/2016
1146,51033,SERIOUS INCIDENT,COLLISION AGAINST BIRD,CORRENTINA,BA,BRAZIL,SNTY,30/04/2014,11:30:00,YES,SERIPA-2,FINISHED,-,1.0,09/02/2015,1,1,-,30/07/2016
1147,44081,ACCIDENT,LOSS OF CONTROL IN THE AIR,CORRENTINA,BA,BRAZIL,****,05/03/2011,12:00:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1148,25819,ACCIDENT,LOW ALTITUDE MANEUVERS,GUAIBA,RS,BRAZIL,****,12/01/2006,20:00:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1149,49880,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,COTEGIPE,BA,BRAZIL,****,12/10/2013,18:40:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1150,46565,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,COTEGIPE,BA,BRAZIL,****,04/11/2012,20:00:00,YES,SERIPA-2,FINISHED,-,1.0,03/06/2016,0,1,-,30/07/2016
1151,47016,ACCIDENT,LOSS OF CONTROL IN THE AIR,LAGUNA,SC,BRAZIL,****,16/02/2013,18:10:00,YES,SERIPA-5,FINISHED,-,1.0,22/07/2013,0,1,-,30/07/2016
1152,53264,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CABECEIRA GRANDE,MG,BRAZIL,****,01/05/2015,17:00:00,YES,SERIPA-3,FINISHED,-,1.0,16/06/2016,1,1,-,30/07/2016
1153,28735,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,RAPOSA,MA,BRAZIL,****,31/03/2007,20:15:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1154,44804,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,OCARA,CE,BRAZIL,****,17/05/2011,11:30:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
1155,35588,ACCIDENT,LOSS OF CONTROL IN THE AIR,GURUPI,TO,BRAZIL,****,08/03/2009,21:15:00,YES,SERIPA-6,FINISHED,-,1.0,07/12/2009,7,1,-,30/07/2016
1156,31316,ACCIDENT,LOSS OF CONTROL IN THE AIR,GURUPI,TO,BRAZIL,SWGI,19/12/2007,11:40:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1157,35057,SERIOUS INCIDENT,HARD LANDING,GURUPI,TO,BRAZIL,****,08/01/2009,00:50:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1158,31076,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GURUPI,TO,BRAZIL,SWGI,05/12/2007,09:40:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1159,53426,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPINAS,SP,BRAZIL,SDAM,11/08/2015,16:45:00,YES,SERIPA-4,FINISHED,-,1.0,07/07/2016,0,1,1.0,30/07/2016
1160,46259,ACCIDENT,METEOROLOGICAL PHENOMENOM ON THE GROUND,CAMPINAS,SP,BRAZIL,SDAM,17/08/2012,15:10:00,YES,SERIPA-4,FINISHED,-,1.0,15/08/2014,0,1,1.0,30/07/2016
1161,46756,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,CAMPINAS,SP,BRAZIL,SDAM,20/12/2012,09:55:00,YES,SERIPA-4,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
1162,46451,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,CAMPINAS,SP,BRAZIL,SDAM,30/08/2012,19:25:00,YES,SERIPA-4,FINISHED,-,1.0,22/04/2016,1,1,-,30/07/2016
1163,38646,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINAS,SP,BRAZIL,SDAM,04/10/2009,18:35:00,YES,SERIPA-4,FINISHED,-,1.0,20/09/2012,1,1,-,30/07/2016
1164,46431,ACCIDENT,SYSTEM / COMPONENT FAILURE,CAMPINAS,SP,BRAZIL,SBKP,13/10/2012,22:55:00,YES,CENIPA,FINISHED,-,1.0,15/04/2016,0,1,-,30/07/2016
1165,51438,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,CAMPINAS,SP,BRAZIL,SDAM,28/05/2014,13:25:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1166,34502,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPINAS,SP,BRAZIL,SDAM,22/11/2008,12:20:00,YES,SERIPA-4,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
1167,52264,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINAS,SP,BRAZIL,SDAM,11/08/2014,20:52:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1168,50713,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPINAS,SP,BRAZIL,SDAI,07/01/2012,18:15:00,YES,SERIPA-4,FINISHED,-,1.0,08/01/2014,0,1,-,30/07/2016
1169,34296,SERIOUS INCIDENT,ENGINE FAILURE IN THE GROUND,CAMPINAS,SP,BRAZIL,SBKP,05/09/2008,14:06:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1170,45466,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINAS,SP,BRAZIL,SDAM,12/02/2012,19:25:00,YES,SERIPA-4,FINISHED,-,1.0,26/08/2015,0,1,-,30/07/2016
1171,26099,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,GUARATUBA,PR,BRAZIL,****,21/01/2006,13:15:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1172,29977,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,IBIPORA,PR,BRAZIL,****,24/08/2006,20:30:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1173,51442,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,OROCO,PE,BRAZIL,****,26/04/2014,19:00:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1174,51448,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SANTA INES,MA,BRAZIL,SJBY,13/05/2014,13:55:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
1175,53358,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SANTA INES,MA,BRAZIL,****,07/07/2015,20:00:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1176,26179,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LUIZ ALVES,SC,BRAZIL,****,18/02/2006,10:15:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1177,45570,ACCIDENT,LOSS OF CONTROL IN THE AIR,LUIZ ALVES,SC,BRAZIL,****,29/02/2012,11:15:00,YES,SERIPA-5,FINISHED,-,1.0,21/07/2014,0,1,-,30/07/2016
1178,45618,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LUIZ ALVES,SC,BRAZIL,****,12/03/2012,17:00:00,YES,SERIPA-5,FINISHED,-,1.0,15/08/2014,1,1,-,30/07/2016
1179,46969,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,CÂNDIDO MOTA,SP,BRAZIL,****,03/02/2013,23:10:00,YES,SERIPA-4,FINISHED,-,1.0,15/04/2016,2,1,-,30/07/2016
1180,53182,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SANTA LUZIA,MA,BRAZIL,****,23/03/2015,20:40:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1181,34095,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CÂNDIDO RODRIGUES,SP,BRAZIL,****,08/09/2008,19:40:00,YES,SERIPA-4,FINISHED,-,1.0,28/04/2010,4,1,-,30/07/2016
1182,26723,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,IJUI,RS,BRAZIL,SSIJ,23/04/2006,13:00:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
1183,32195,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SAO MIGUEL DO TAPUIO,PI,BRAZIL,****,09/04/2008,21:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1184,27811,ACCIDENT,LOSS OF CONTROL IN THE AIR,SAO MIGUEL DO TAPUIO,PI,BRAZIL,****,04/09/2006,14:05:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1185,46339,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARAGUATATUBA,SP,BRAZIL,****,26/07/2012,12:00:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1186,46857,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CARAGUATATUBA,SP,BRAZIL,****,03/01/2013,17:00:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1187,41751,ACCIDENT,FUEL STARVATION,CAMANDUCAIA,MG,BRAZIL,****,10/07/2010,18:20:00,YES,SERIPA-3,FINISHED,-,1.0,21/12/2011,9,1,-,30/07/2016
1188,50240,ACCIDENT,ANOTHER TYPES,ITAQUI,RS,BRAZIL,****,18/12/2013,12:45:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1189,46708,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAQUI,RS,BRAZIL,****,06/12/2012,16:30:00,YES,SERIPA-5,FINISHED,-,1.0,13/11/2013,0,1,-,30/07/2016
1190,52939,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITAQUI,RS,BRAZIL,SSIQ,06/01/2014,20:00:00,YES,SERIPA-5,FINISHED,-,1.0,22/08/2014,0,1,-,30/07/2016
1191,41689,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAQUI,RS,BRAZIL,****,23/01/2007,21:10:00,YES,SERIPA-5,FINISHED,-,1.0,10/08/2007,4,1,-,30/07/2016
1192,31079,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITAQUI,RS,BRAZIL,****,22/11/2007,21:40:00,YES,SERIPA-5,FINISHED,-,1.0,01/07/2010,1,1,-,30/07/2016
1193,52537,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAQUI,RS,BRAZIL,****,29/09/2014,19:30:00,YES,SERIPA-5,FINISHED,-,1.0,16/11/2015,0,1,-,30/07/2016
1194,31128,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARAPICUIBA,SP,BRAZIL,SIAV,01/11/2007,18:50:00,YES,SERIPA-4,FINISHED,-,1.0,06/01/2014,1,1,-,30/07/2016
1195,53195,ACCIDENT,UNKNOWN,CARAPICUIBA,SP,BRAZIL,****,02/04/2015,20:00:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1196,49594,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SIMPLICIO MENDES,PI,BRAZIL,****,01/09/2013,09:32:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1197,53485,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CASA BRANCA,SP,BRAZIL,****,20/09/2015,17:30:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1198,45060,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAPIRATINS,TO,BRAZIL,****,25/09/2011,13:30:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1199,33918,ACCIDENT,ABOUT PROPELLER,TAMBORIL DO PIAUI,PI,BRAZIL,****,05/10/2008,18:00:00,YES,SERIPA-2,FINISHED,-,1.0,15/07/2010,2,1,-,30/07/2016
1200,49691,SERIOUS INCIDENT,TIRE BURST,TERESINA,PI,BRAZIL,SBTE,26/09/2013,14:15:00,YES,SERIPA-2,FINISHED,-,1.0,17/03/2014,1,1,-,30/07/2016
1201,50238,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,TERESINA,PI,BRAZIL,SBTE,16/12/2013,21:48:00,YES,SERIPA-2,FINISHED,-,1.0,29/02/2016,6,1,-,30/07/2016
1202,30035,SERIOUS INCIDENT,ABOUT LANDING GEAR,TERESINA,PI,BRAZIL,SBTE,09/03/2007,23:13:00,YES,SERIPA-2,FINISHED,UNDEFINED,1.0,15/04/2015,0,1,0.0,30/07/2016
1203,52673,ACCIDENT,UNKNOWN,TERESINA,PI,BRAZIL,****,08/11/2014,20:50:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
1204,53562,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,JAGUARAO,RS,BRAZIL,****,08/11/2015,10:45:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1205,47979,ACCIDENT,UNKNOWN,ITAPIRAPUA,GO,BRAZIL,****,22/04/2013,20:30:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
1206,27812,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SAO JOAO DO CARU,MA,BRAZIL,****,27/09/2006,15:54:00,YES,SERIPA-1,FINISHED,-,1.0,01/07/2010,1,1,-,30/07/2016
1207,37182,ACCIDENT,LOW ALTITUDE MANEUVERS,ITAMBE,PR,BRAZIL,****,01/05/2009,10:30:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1208,46499,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPINA VERDE,MG,BRAZIL,****,27/10/2012,19:30:00,YES,SERIPA-3,FINISHED,-,1.0,13/11/2013,0,1,-,30/07/2016
1209,46445,SERIOUS INCIDENT,ABOUT LANDING GEAR,CATANDUVA,SP,BRAZIL,SDCD,07/10/2012,15:30:00,YES,SERIPA-4,FINISHED,-,1.0,14/10/2014,3,1,-,30/07/2016
1210,28381,ACCIDENT,UNKNOWN,CATANDUVA,SP,BRAZIL,****,20/01/2007,03:00:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1211,53224,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CATANDUVA,SP,BRAZIL,****,16/04/2015,20:45:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1212,28379,ACCIDENT,TERRAIN COLLISION,FORMOSA DO RIO PRETO,BA,BRAZIL,****,31/01/2007,09:40:00,YES,SERIPA-2,FINISHED,-,1.0,22/02/2012,6,1,-,30/07/2016
1213,45413,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITAPURANGA,GO,BRAZIL,****,25/01/2012,22:00:00,UNKNOWN,SERIPA-6,-,-,-,-,0,1,-,30/07/2016
1214,50975,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,URUCUI,PI,BRAZIL,****,27/02/2014,20:30:00,YES,SERIPA-2,FINISHED,-,1.0,08/10/2014,0,1,-,30/07/2016
1215,50981,ACCIDENT,LOSS OF CONTROL IN THE AIR,URUCUI,PI,BRAZIL,****,14/03/2014,20:30:00,YES,SERIPA-2,FINISHED,-,1.0,22/08/2014,0,1,-,30/07/2016
1216,42999,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SAO LUIS,MA,BRAZIL,SBSL,22/09/2010,21:38:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1217,47014,SERIOUS INCIDENT,FUEL STARVATION,SAO LUIS,MA,BRAZIL,SBSL,05/02/2013,02:04:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1218,42368,ACCIDENT,AIRCRAFTS COLLISION ON THE GROUND,SAO LUIS,MA,BRAZIL,****,24/08/2010,11:00:00,YES,SERIPA-1,FINISHED,-,-,-,0,1,-,30/07/2016
1219,32478,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,SAO LUIS,MA,BRAZIL,SBSL,05/05/2008,01:05:00,YES,CENIPA,FINISHED,-,1.0,29/09/2014,2,1,-,30/07/2016
1220,47159,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SAO LUIS,MA,BRAZIL,SBSL,16/03/2013,12:15:00,YES,SERIPA-1,FINISHED,-,1.0,08/07/2013,0,1,1.0,30/07/2016
1221,50322,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SAO LUIS,MA,BRAZIL,SBSL,30/10/2013,16:54:00,YES,SERIPA-1,FINISHED,-,1.0,17/03/2014,0,1,-,30/07/2016
1222,35556,SERIOUS INCIDENT,ABOUT LANDING GEAR,SAO LUIS,MA,BRAZIL,SBSL,04/02/2009,15:25:00,YES,SERIPA-1,FINISHED,-,1.0,15/07/2010,1,1,1.0,30/07/2016
1223,53308,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,SAO LUIS,MA,BRAZIL,SBSL,09/06/2015,16:06:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1224,45794,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,NAVEGANTES,SC,BRAZIL,SBNF,24/03/2012,17:40:00,YES,CENIPA,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1225,45271,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,NOVA ERECHIM,SC,BRAZIL,****,02/11/2011,21:30:00,YES,SERIPA-5,FINISHED,UNDEFINED,-,-,0,1,-,30/07/2016
1226,45525,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO FLORIDO,MG,BRAZIL,****,02/02/2012,21:30:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1227,46864,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO FLORIDO,MG,BRAZIL,****,16/01/2013,18:29:00,YES,SERIPA-3,FINISHED,-,1.0,15/05/2015,2,1,1.0,30/07/2016
1228,43480,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PRIMAVERA,PE,BRAZIL,****,03/11/2010,10:00:00,YES,SERIPA-2,FINISHED,-,-,-,0,1,-,30/07/2016
1229,39235,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITUMBIARA,GO,BRAZIL,****,06/02/2010,17:20:00,YES,SERIPA-6,FINISHED,-,1.0,29/08/2011,3,1,-,30/07/2016
1230,45594,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITUMBIARA,GO,BRAZIL,****,07/03/2012,10:00:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
1231,43262,ACCIDENT,LOSS OF CONTROL ON THE GROUND,IVATE,PR,BRAZIL,****,16/11/2010,10:30:00,YES,SERIPA-5,FINISHED,-,1.0,23/09/2011,7,1,-,30/07/2016
1232,40271,ACCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,SNEM,21/04/2010,11:27:00,YES,SERIPA-2,FINISHED,-,1.0,30/06/2011,2,1,-,30/07/2016
1233,36035,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,SNEM,04/08/2007,18:51:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
1234,43911,ACCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,****,22/02/2011,15:00:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
1235,41749,ACCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,SBRF,04/07/2010,20:20:00,YES,SERIPA-2,FINISHED,-,1.0,30/06/2011,1,1,1.0,30/07/2016
1236,46873,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RECIFE,PE,BRAZIL,SNEM,27/01/2013,11:30:00,YES,SERIPA-2,FINISHED,-,1.0,28/02/2014,1,1,-,30/07/2016
1237,51440,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RECIFE,PE,BRAZIL,SBRF,09/01/2014,16:08:00,YES,SERIPA-2,FINISHED,-,1.0,23/06/2016,1,1,1.0,30/07/2016
1238,43256,ACCIDENT,FUEL STARVATION,RECIFE,PE,BRAZIL,****,01/10/2010,20:20:00,YES,SERIPA-2,FINISHED,-,1.0,21/07/2011,1,1,-,30/07/2016
1239,46575,SERIOUS INCIDENT,EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION,RECIFE,PE,BRAZIL,SBRF,29/10/2012,02:45:00,YES,CENIPA,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1240,44796,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RECIFE,PE,BRAZIL,SBRF,13/07/2011,09:54:00,YES,CENIPA,FINISHED,-,1.0,18/07/2013,23,1,-,30/07/2016
1241,46589,ACCIDENT,LOSS OF CONTROL ON THE GROUND,RECIFE,PE,BRAZIL,SNEM,02/11/2012,14:30:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
1242,26120,ACCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,****,21/01/2006,11:00:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1243,34898,SERIOUS INCIDENT,PHYSIOLOGICAL PROBLEMS,RECIFE,PE,BRAZIL,****,15/12/2008,17:33:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1244,32642,ACCIDENT,ABOUT PROPELLER,RECIFE,PE,BRAZIL,SBRF,28/05/2008,10:25:00,YES,SERIPA-2,FINISHED,-,1.0,22/03/2012,4,1,-,30/07/2016
1245,34501,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RECIFE,PE,BRAZIL,****,23/11/2008,14:15:00,YES,SERIPA-2,FINISHED,-,1.0,10/06/2010,1,1,-,30/07/2016
1246,60631,ACCIDENT,LOSS OF CONTROL IN THE AIR,MACAMBARA,RS,BRAZIL,****,28/12/2015,19:00:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1247,49795,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SERRANO DO MARANHAO,MA,BRAZIL,****,29/09/2013,11:15:00,YES,SERIPA-1,FINISHED,-,1.0,21/07/2014,0,1,-,30/07/2016
1248,52633,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,MARAU,RS,BRAZIL,****,08/10/2014,12:00:00,YES,SERIPA-5,FINISHED,-,1.0,21/07/2015,0,1,-,30/07/2016
1249,30040,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,MARAU,RS,BRAZIL,****,23/03/2007,19:00:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1250,31867,ACCIDENT,LOSS OF CONTROL IN THE AIR,LAGOA DA CONFUSAO,TO,BRAZIL,****,11/01/2008,21:30:00,YES,SERIPA-4,FINISHED,-,1.0,29/03/2010,8,1,-,30/07/2016
1251,44510,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JATAI,GO,BRAZIL,SWJW,19/04/2011,20:00:00,YES,SERIPA-6,FINISHED,-,1.0,15/08/2014,0,1,1.0,30/07/2016
1252,47966,ACCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,JATAI,GO,BRAZIL,****,03/05/2013,14:37:00,YES,SERIPA-6,FINISHED,-,1.0,24/04/2015,2,1,-,30/07/2016
1253,37378,ACCIDENT,LOSS OF CONTROL IN THE AIR,JATAI,GO,BRAZIL,****,06/05/2009,12:45:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1254,45045,ACCIDENT,LOSS OF CONTROL IN THE AIR,JATAI,GO,BRAZIL,****,18/09/2011,23:30:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
1255,53496,SERIOUS INCIDENT,ABOUT LANDING GEAR,JATAI,GO,BRAZIL,SWJW,30/09/2015,17:34:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1256,51446,SERIOUS INCIDENT,ABOUT LANDING GEAR,JATAI,GO,BRAZIL,SWJW,09/05/2014,13:30:00,YES,SERIPA-6,FINISHED,-,1.0,30/04/2015,0,1,-,30/07/2016
1257,45412,ACCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,TASSO FRAGOSO,MA,BRAZIL,****,23/01/2012,09:33:00,YES,SERIPA-1,FINISHED,-,1.0,30/12/2013,2,1,-,30/07/2016
1258,26779,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SAO GONCALO DO AMARANTE,RN,BRAZIL,****,05/05/2006,10:10:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1259,45218,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,TIMON,MA,BRAZIL,SNDR,30/10/2011,18:49:00,YES,CENIPA,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1260,38636,ACCIDENT,LOSS OF CONTROL IN THE AIR,LEOPOLDO DE BULHOES,GO,BRAZIL,****,23/09/2009,00:10:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1261,53164,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PRINCESA ISABEL,PB,BRAZIL,****,15/03/2015,18:30:00,YES,SERIPA-2,FINISHED,-,1.0,19/10/2015,0,1,-,30/07/2016
1262,51671,ACCIDENT,LOSS OF CONTROL IN THE AIR,MONTENEGRO,RS,BRAZIL,SSNG,10/07/2014,15:00:00,YES,SERIPA-5,FINISHED,-,1.0,15/05/2015,1,1,1.0,30/07/2016
1263,53380,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MONTENEGRO,RS,BRAZIL,SSNG,27/06/2015,18:30:00,UNKNOWN,SERIPA-5,-,-,-,-,0,1,-,30/07/2016
1264,34775,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MONTENEGRO,RS,BRAZIL,****,08/12/2008,14:15:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
1265,45188,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MONTENEGRO,RS,BRAZIL,SSNG,21/10/2011,20:55:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
1266,52983,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOSTARDAS,RS,BRAZIL,****,28/01/2015,10:30:00,YES,SERIPA-5,FINISHED,-,1.0,13/10/2015,0,1,-,30/07/2016
